2021-03-08 13:06:05.691650,RENDER THREAD, is running , 0
2021-03-08 13:06:05.956196,MAIN THREAD,refresh,0
2021-03-08 13:06:06.915969,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 1.237353801727295
2021-03-08 13:06:07.054793,MAIN THREAD Thread, New Screen Area has changed [screenshot_reader_0_0_3360_1080],0
2021-03-08 13:06:07.166551,MAIN THREAD Thread, Start Tesseract thread from areas hash in high priority [screenshot_reader_0_0_3360_1080],0
2021-03-08 13:06:07.246876,MAIN THREAD, Eliminating buttons, available now [0],0
2021-03-08 13:06:07.319056,MAIN THREAD, Eliminated buttons, available now [0],0
2021-03-08 13:06:07.561308,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 0.42083001136779785
2021-03-08 13:06:40.299076,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1.1258397102355957
2021-03-08 13:06:43.803224,SCREENSHOT THREAD, Screen change detection [[screenshot_reader_2900_2157_2901_2160]], 0
2021-03-08 13:06:44.076075,MAIN THREAD Thread, New Screen Area has changed [screenshot_reader_2900_2157_2901_2160],0
2021-03-08 13:06:44.181998,MAIN THREAD Thread, Start Tesseract thread from areas hash in high priority [screenshot_reader_2900_2157_2901_2160],0
2021-03-08 13:06:44.292983,MAIN THREAD, Eliminating buttons, available now [0],0
2021-03-08 13:06:44.473474,MAIN THREAD, Eliminated buttons, available now [0],0
2021-03-08 13:06:45.251776,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 1.1476998329162598
2021-03-08 13:06:45.404458,TESSERACT THREAD, Decode text from rect position [15_0_22_9],0
2021-03-08 13:06:45.451991,MAIN THREAD, Existing Screen Area has changed, lowering priority[screenshot_reader_0_0_3360_1080],0
2021-03-08 13:06:45.481597,TESSERACT THREAD, Decode text from rect position [25_22_32_36],0
2021-03-08 13:06:45.486888,MAIN THREAD, Eliminating buttons, available now [0],0
2021-03-08 13:06:45.517039,MAIN THREAD, Eliminated buttons, available now [0],0
2021-03-08 13:06:45.517272,TESSERACT THREAD, Decode text from rect position [0_2_4_17],0
2021-03-08 13:06:45.517484,TESSERACT THREAD, Decode text from rect position [16_5_24_18],0
2021-03-08 13:06:45.517681,TESSERACT THREAD, Decode text from rect position [10_2_19_16],0
2021-03-08 13:06:45.517766,TESSERACT THREAD, Decode text from rect position [8_6_16_19],0
2021-03-08 13:06:45.518127,TESSERACT THREAD, Decode text from rect position [4_3_13_18],0
2021-03-08 13:06:45.537280,TESSERACT THREAD, execute shoot found text ,1.6160590648651123
2021-03-08 13:06:45.541461,TESSERACT THREAD, Decode text from rect position [1_6_8_19],0
2021-03-08 13:06:45.577376,SCHEDULER THREAD, Sort elements from button render queue closer to the mouse, 3.0040740966796875e-05
2021-03-08 13:06:45.577454,TESSERACT THREAD, Decode text from rect position [0_6_5_20],0
2021-03-08 13:06:45.695792,TESSERACT THREAD, Decode text from rect position [24_0_32_14],0
2021-03-08 13:06:45.850917,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 0.3504519462585449
2021-03-08 13:06:45.850968,TESSERACT THREAD, Decode text from rect position [20_2_28_15],0
2021-03-08 13:06:45.907725,SCHEDULER THREAD, Sort elements from button render queue closer to the mouse, 3.4809112548828125e-05
2021-03-08 13:06:45.914352,TESSERACT THREAD, Decode text from rect position [17_1_24_14],0
2021-03-08 13:06:45.930360,TESSERACT THREAD, Decode text from rect position [14_2_20_15],0
2021-03-08 13:06:45.985345,TESSERACT THREAD, Decode text from rect position [5_0_12_14],0
2021-03-08 13:06:45.985498,TESSERACT THREAD, Decode text from rect position [2_0_9_15],0
2021-03-08 13:06:45.985802,TESSERACT THREAD, Decode text from rect position [24_0_32_11],0
2021-03-08 13:06:45.985913,TESSERACT THREAD, Decode text from rect position [19_21_28_34],0
2021-03-08 13:06:45.986012,TESSERACT THREAD, Decode text from rect position [20_0_28_10],0
2021-03-08 13:06:45.987225,TESSERACT THREAD, Decode text from rect position [16_0_24_11],0
2021-03-08 13:06:45.987320,TESSERACT THREAD, Decode text from rect position [13_0_20_10],0
2021-03-08 13:06:45.987407,TESSERACT THREAD, Decode text from rect position [10_0_16_11],0
2021-03-08 13:06:45.987536,TESSERACT THREAD, Decode text from rect position [5_0_12_11],0
2021-03-08 13:06:45.987619,TESSERACT THREAD, Decode text from rect position [0_0_10_11],0
2021-03-08 13:06:45.987700,TESSERACT THREAD, Decode text from rect position [25_0_32_8],0
2021-03-08 13:06:45.987784,TESSERACT THREAD, Decode text from rect position [9_0_16_8],0
2021-03-08 13:06:45.987864,TESSERACT THREAD, Decode text from rect position [6_0_12_8],0
