2021-03-23 13:09:10.407386,MAIN THREAD,refresh,0
2021-03-23 13:09:10.591806,MAIN THREAD,refresh,0
2021-03-23 13:09:10.962237,MAIN THREAD,refresh,0
2021-03-23 13:09:36.064384,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 25.656696796417236
2021-03-23 13:09:36.089265,MAIN THREAD,render button from screenshot,0
2021-03-23 13:09:38.102244,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 2.0261619091033936
2021-03-23 13:09:42.248014,SCREENSHOT THREAD, Screen change detection [[screenshot_reader_0_0_3360_1080]], 0
2021-03-23 13:09:42.252230,FormateScreenshot.py, going up to find parent screenshot for [screenshot_reader_180_9_6720_2099]
2021-03-23 13:09:42.262753,MAIN THREAD,render button from screenshot,0
2021-03-23 13:09:44.240018,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 1.9814221858978271
2021-03-23 13:09:44.275840,FormateScreenshot.py, replace [screenshot_reader_0_0_3360_1080] by [screenshot_reader_0_0_3360_1080]
2021-03-23 13:09:44.276142,MAIN THREAD,render button from screenshot,0
2021-03-23 13:09:47.046877,MAIN THREAD,refresh,0
2021-03-23 13:09:48.418882,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 4.1127190589904785
2021-03-23 13:09:54.068757,FormateScreenshot.py, going up to find parent screenshot for [screenshot_reader_125_47_6701_2087]
2021-03-23 13:09:54.076476,SCREENSHOT THREAD, Screen change detection [[screenshot_reader_0_0_3360_1080]], 0
2021-03-23 13:09:54.179396,MAIN THREAD,render button from screenshot,0
2021-03-23 13:09:57.346655,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 3.1375491619110107
2021-03-23 13:09:57.553377,FormateScreenshot.py, replace [screenshot_reader_0_0_3360_1080] by [screenshot_reader_0_0_3360_1080]
2021-03-23 13:09:57.686171,MAIN THREAD,render button from screenshot,0
2021-03-23 13:10:02.611181,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 4.597313165664673
