2021-03-03 01:18:44.516983,TESSERACT THREAD, Time READ neural network detector training file, 0.31423497200012207
2021-03-03 01:18:44.702281,RENDER THREAD, is running , 0
2021-03-03 01:18:44.881596,MAIN THREAD,refresh,0
2021-03-03 01:18:45.115240,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 0.8199269771575928
2021-03-03 01:18:45.589427,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 0.3305399417877197
2021-03-03 01:19:16.108439,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 0.366213321685791
2021-03-03 01:19:19.329538,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 0.16211605072021484
2021-03-03 01:19:22.611257,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 0.23588895797729492
2021-03-03 01:19:25.824476,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 0.13653302192687988
2021-03-03 01:19:29.161943,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 0.20593476295471191
2021-03-03 01:19:32.522524,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 0.27292490005493164
2021-03-03 01:19:35.790231,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 0.15036368370056152
2021-03-03 01:19:39.022248,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 0.1347970962524414
2021-03-03 01:19:41.929150,MAIN THREAD,refresh,0
2021-03-03 01:19:42.401535,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 0.269010066986084
2021-03-03 01:19:43.478308,TESSERACT THREAD, Decode text from rect position [1450_767_1538_802],0
2021-03-03 01:19:43.527258,TESSERACT THREAD, Decode text from rect position [1335_932_1444_970],0
2021-03-03 01:19:43.555025,TESSERACT THREAD, Decode text from rect position [1387_1059_1488_1096],0
2021-03-03 01:19:43.556916,SCHEDULER THREAD, Sort elements from button render queue closer to the mouse, 1.811981201171875e-05
2021-03-03 01:19:43.563249,TESSERACT THREAD, Decode text from rect position [1016_1287_1092_1325],0
2021-03-03 01:19:43.577376,TESSERACT THREAD, Decode text from rect position [2529_1647_2615_1685],0
2021-03-03 01:19:43.607980,TESSERACT THREAD, Decode text from rect position [2129_1249_2258_1285],0
2021-03-03 01:19:43.614762,TESSERACT THREAD, Decode text from rect position [110_4_240_45],0
2021-03-03 01:19:43.615223,SCHEDULER THREAD, Sort elements from button render queue closer to the mouse, 1.0967254638671875e-05
2021-03-03 01:19:43.615256,TESSERACT THREAD, Decode text from rect position [1348_5_1412_43],0
2021-03-03 01:19:43.618612,TESSERACT THREAD, Decode text from rect position [1005_516_1103_552],0
2021-03-03 01:19:43.638597,TESSERACT THREAD, Decode text from rect position [2034_1249_2139_1288],0
