2021-03-20 12:23:05.724600,MAIN THREAD,refresh,0
2021-03-20 12:23:05.936928,MAIN THREAD,refresh,0
2021-03-20 12:23:06.087666,MAIN THREAD,refresh,0
2021-03-20 12:23:06.285902,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 0.5617578029632568
2021-03-20 12:23:06.290461,TESSERACT THREAD, Tesseract Qthread running,0
2021-03-20 12:23:06.291203,MAIN THREAD,render button from screenshot,0
2021-03-20 12:23:54.696841,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 48.405349016189575
2021-03-20 12:23:57.908436,FormateScreenshot.py, going up to find parent screenshot for [screenshot_reader_0_9_6720_2160]
2021-03-20 12:23:57.910542,TESSERACT THREAD, Tesseract Qthread running,0
2021-03-20 12:23:57.912157,SCREENSHOT THREAD, Screen change detection [[screenshot_reader_0_0_3360_1080]], 0
2021-03-20 12:23:58.392148,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 0.47902679443359375
2021-03-20 12:23:58.398517,TESSERACT THREAD, Tesseract Qthread running,0
2021-03-20 12:23:58.398551,FormateScreenshot.py, replace [screenshot_reader_0_0_3360_1080] by [screenshot_reader_0_0_3360_1080]
2021-03-20 12:23:58.399253,MAIN THREAD,render button from screenshot,0
2021-03-20 12:23:58.399335,TESSERACT THREAD, Tesseract Qthread running,0
2021-03-20 12:23:59.132806,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 0.733612060546875
2021-03-20 12:24:02.537084,FormateScreenshot.py, going up to find parent screenshot for [screenshot_reader_12_6_6720_2160]
2021-03-20 12:24:02.537119,TESSERACT THREAD, Tesseract Qthread running,0
2021-03-20 12:24:02.538345,MAIN THREAD,render button from screenshot,0
2021-03-20 12:24:02.538469,SCREENSHOT THREAD, Screen change detection [[screenshot_reader_0_0_3360_1080]], 0
2021-03-20 12:24:03.023238,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 0.4844181537628174
2021-03-20 12:24:03.024685,FormateScreenshot.py, replace [screenshot_reader_0_0_3360_1080] by [screenshot_reader_0_0_3360_1080]
2021-03-20 12:24:03.024739,TESSERACT THREAD, Tesseract Qthread running,0
2021-03-20 12:24:03.025272,TESSERACT THREAD, Tesseract Qthread running,0
2021-03-20 12:24:03.025657,MAIN THREAD,render button from screenshot,0
2021-03-20 12:24:03.756578,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 0.7311000823974609
2021-03-20 13:30:03.901033,MAIN THREAD,refresh,0
2021-03-20 13:30:04.241731,MAIN THREAD,refresh,0
2021-03-20 13:30:04.350048,MAIN THREAD,refresh,0
2021-03-20 13:30:04.577701,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 0.6767740249633789
2021-03-20 13:30:04.587700,TESSERACT THREAD, Tesseract Qthread running,0
2021-03-20 13:30:04.587736,MAIN THREAD,render button from screenshot,0
2021-03-20 13:30:24.529359,MAIN THREAD,refresh,0
2021-03-20 13:30:25.232900,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 20.650026082992554
2021-03-20 13:30:28.447580,FormateScreenshot.py, going up to find parent screenshot for [screenshot_reader_0_9_6720_2160]
2021-03-20 13:30:28.447625,TESSERACT THREAD, Tesseract Qthread running,0
2021-03-20 13:30:28.450296,SCREENSHOT THREAD, Screen change detection [[screenshot_reader_0_0_3360_1080]], 0
2021-03-20 13:30:28.450645,MAIN THREAD,render button from screenshot,0
2021-03-20 13:30:28.972481,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 0.5217149257659912
2021-03-20 13:30:28.975109,FormateScreenshot.py, replace [screenshot_reader_0_0_3360_1080] by [screenshot_reader_0_0_3360_1080]
2021-03-20 13:30:28.975195,TESSERACT THREAD, Tesseract Qthread running,0
2021-03-20 13:30:28.975756,TESSERACT THREAD, Tesseract Qthread running,0
