2021-03-22 00:21:04.875723,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1556.8440341949463
2021-03-22 00:21:08.964277,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1.0777559280395508
2021-03-22 00:46:15.636446,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1.0936861038208008
2021-03-22 01:09:01.457274,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1.0746848583221436
2021-03-22 01:38:49.397298,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1.1943671703338623
2021-03-22 02:10:54.382550,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1921.9702458381653
2021-03-22 02:10:58.470194,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1.0740342140197754
2021-03-22 02:11:02.566231,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1.0844790935516357
2021-03-22 02:11:06.657546,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1.0799288749694824
2021-03-22 02:11:10.748500,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1.0796208381652832
2021-03-22 02:11:14.834899,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1.0751490592956543
2021-03-22 02:38:46.639481,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1.0823571681976318
2021-03-22 02:55:23.464374,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 993.8126699924469
2021-03-22 02:55:27.553730,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1.0761339664459229
2021-03-22 03:11:22.324043,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1.0798578262329102
2021-03-22 03:40:51.184458,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1.0755352973937988
2021-03-22 04:10:46.871977,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1792.6808941364288
2021-03-22 04:10:50.963562,SCREENSHOT THREAD, Time take from FormateScreenshotReader 2, 1.0824651718139648
