2021-03-10 13:14:07.807826,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 0.16181612014770508
2021-03-10 13:14:56.559091,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 0.12549233436584473
2021-03-10 13:16:33.866087,RENDER THREAD, is running , 0
2021-03-10 13:16:33.997745,MAIN THREAD,refresh,0
2021-03-10 13:16:34.125081,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 0.25957202911376953
2021-03-10 13:16:59.305041,MAIN THREAD,refresh,0
2021-03-10 13:17:14.986971,MAIN THREAD,refresh,0
2021-03-10 13:17:31.429138,MAIN THREAD,refresh,0
2021-03-10 13:17:41.901775,MAIN THREAD,refresh,0
2021-03-10 13:17:41.903325,MAIN THREAD,refresh,0
2021-03-10 13:17:43.599406,MAIN THREAD,refresh,0
2021-03-10 13:17:43.606143,MAIN THREAD,refresh,0
2021-03-10 13:22:31.898231,RENDER THREAD, is running , 0
2021-03-10 13:22:31.966147,MAIN THREAD,refresh,0
2021-03-10 13:22:32.141386,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 0.2514019012451172
2021-03-10 13:46:35.889929,RENDER THREAD, is running , 0
2021-03-10 13:46:36.835537,MAIN THREAD,refresh,0
2021-03-10 13:46:37.065419,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 1.1755080223083496
2021-03-10 13:46:59.634678,RENDER THREAD, is running , 0
2021-03-10 13:46:59.683108,MAIN THREAD,refresh,0
2021-03-10 13:46:59.784706,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 0.15668392181396484
2021-03-10 14:19:43.832570,RENDER THREAD, is running , 0
2021-03-10 14:19:43.897990,MAIN THREAD,refresh,0
2021-03-10 14:19:44.176883,SCREENSHOT THREAD, Time take from FormateScreenshotReader 1, 0.3445000648498535
